qID,th3_biggest_tfidf
643,"{'banning': 7.209344268747093, 'economy': 7.209344268747093, 'implications': 7.902491449307038, 'rupees': 7.209344268747093}"
645,"{'makes': 6.516197088187147, 'philosophical': 8.190173521758819, 'understanding': 7.6793478979928285}"
647,"{'animals': 7.3428756613716155, 'carnivorous': 8.595638629866983, 'dogs': 7.209344268747093}"
649,"{'cheated': 8.190173521758819, 'like': 4.509662317315399, 'relationship': 6.723836452965392}"
651,"{'id': 7.497026341198874, 'turn': 7.497026341198874, 'user': 7.3428756613716155}"
654,"{'banker': 7.902491449307038, 'private': 6.803879160638928, 'switzerland': 7.902491449307038}"
656,"{'?': 1.0007542426504639, 'journalism': 8.190173521758819}"
658,"{'?': 1.0007542426504639, 'concentration': 8.190173521758819, 'improve': 5.792278248960448}"
660,"{'invitation': 17.191277259733965, 'linkedin': 16.380347043517638, 'personalize': 17.191277259733965}"
662,"{'german': 7.209344268747093, 'pet': 8.595638629866983, 'shepherd': 8.190173521758819}"
664,"{'difference': 5.114398540531291, 'habit': 8.595638629866983, 'hobby': 8.595638629866983}"
666,"{'consent': 8.595638629866983, 'masturbating': 8.595638629866983, 'partner': 8.595638629866983}"
668,"{'consulting': 8.595638629866983, 'firm': 7.6793478979928285, 'mtech': 8.190173521758819}"
670,"{'biological': 7.902491449307038, 'crying': 8.595638629866983, 'reason': 6.64972848081167}"
672,"{'core': 6.986200717432883, 'crust': 8.190173521758819, ""earth's"": 8.190173521758819}"
674,"{""he's"": 8.190173521758819, 're-evaluate': 8.595638629866983, 'temptation': 8.595638629866983}"
676,"{'fake': 7.6793478979928285, 'jailbreaking': 7.902491449307038, 'location': 7.902491449307038}"
678,"{'quit': 7.6793478979928285, 'smoking': 7.6793478979928285, 'stop': 5.625224164297282}"
680,"{'best': 3.462785703046478, 'language': 5.762425285810767, 'programming': 5.887588428764773}"
682,"{'buildings': 8.595638629866983, 'earthquake': 7.6793478979928285, 'resistant': 8.190173521758819}"
684,"{'actress': 7.902491449307038, 'jennifer': 8.595638629866983, 'lawrence': 8.190173521758819}"
686,"{'desperate': 8.190173521758819, ""don't"": 11.199812712625985, 'guys': 14.418688537494186, 'hurt': 8.190173521758819}"
688,"{'cougar': 8.595638629866983, 'daddy': 8.190173521758819, 'sugar': 7.497026341198874}"
690,"{'crack': 8.190173521758819, 'frame': 8.190173521758819, 'table': 7.902491449307038}"
692,"{'15000': 8.595638629866983, 'mobile': 6.110731980078983, 'phones': 7.3428756613716155}"
694,"{'?': 1.0007542426504639, 'business': 6.293053536872938, 'start': 5.211248366521209}"
696,"{'?': 1.0007542426504639, 'experience': 6.723836452965392, 'near-death': 8.190173521758819}"
698,"{'dog': 7.091561233090709, 'fleas': 8.190173521758819, 'getting': 6.398414052530764}"
700,"{'created': 6.890890537628558, 'j': 7.902491449307038, 'letter': 7.497026341198874}"
702,"{'classes': 7.3428756613716155, 'harvard': 7.3428756613716155, 'tamil': 7.497026341198874}"
704,"{'android': 12.221463960157966, 'contacts': 8.190173521758819, 'phone': 11.355735795565408}"
707,"{'grads': 6.986200717432883, 'recruit': 6.986200717432883, 'sigma-aldrich': 8.595638629866983}"
709,"{'humanitarian': 8.595638629866983, ""i'm"": 12.061378544810893, 'masters': 15.358695795985657}"
711,"{'chart': 7.6793478979928285, 'grads': 6.986200717432883, 'industries': 7.902491449307038, 'recruit': 6.986200717432883}"
713,"{'&': 5.854798605941783, 'iconic': 8.595638629866983, 'posters': 8.190173521758819}"
715,"{'bitcoin': 7.902491449307038, 'mining': 8.595638629866983, 'pi': 7.902491449307038, 'raspberry': 7.902491449307038}"
717,"{'?': 1.0007542426504639, 'racist': 8.190173521758819}"
719,"{'?': 1.0007542426504639, 'difference': 5.114398540531291, ""what's"": 5.069278105250822}"
721,"{'?': 1.0007542426504639, 'canada': 6.803879160638928, 'canadians': 8.595638629866983}"
723,"{'[': 13.447672905930784, ']': 13.447672905930784, '{': 14.418688537494186, '}': 14.418688537494186}"
725,"{'add': 7.3428756613716155, 'device': 7.497026341198874, 'second': 7.3428756613716155}"
727,"{'?': 1.0007542426504639, 'good': 4.526611875629173, 'speaker': 7.497026341198874}"
729,"{'modi': 6.2442633727035055, 'narendra': 6.803879160638928, 'write': 6.723836452965392}"
731,"{'cruz': 7.6793478979928285, 'delusional': 8.595638629866983, 'ted': 7.6793478979928285}"
733,"{'bastard': 8.190173521758819, 'catelyn': 8.595638629866983, ""ned's"": 8.595638629866983}"
735,"{'bermuda': 8.190173521758819, 'theories': 7.902491449307038, 'triangle': 8.190173521758819}"
737,"{'beard': 8.190173521758819, 'girls': 6.197743357068613, 'guys': 7.209344268747093}"
739,"{'house': 6.986200717432883, 'live': 5.9929489444226, 'tiny': 7.902491449307038}"
741,"{'old': 11.9858978888452, 'propose': 8.595638629866983, 'years': 11.842979960880909}"
743,"{'feed': 8.190173521758819, 'months': 6.723836452965392, 'raven': 8.595638629866983}"
745,"{'anxiety': 7.6793478979928285, 'avoid': 6.890890537628558, 'depression': 8.190173521758819}"
747,"{'breath': 8.595638629866983, 'sign': 7.6793478979928285, 'stomach': 8.190173521758819}"
749,"{'friend': 6.2442633727035055, 'girl': 11.524850571621535, ""i'm"": 12.061378544810893}"
751,"{'degree': 6.986200717432883, 'germany': 6.986200717432883, 'mechanical': 6.803879160638928}"
753,"{'maintain': 8.190173521758819, 'mind': 7.091561233090709, 'peace': 7.902491449307038}"
755,"{'car': 6.344346831260488, 'reliable': 7.6793478979928285, 'volkswagen': 8.190173521758819}"
757,"{'cure': 7.902491449307038, 'headaches': 8.595638629866983, 'migraine': 8.190173521758819}"
759,"{'brief': 8.595638629866983, 'comparison': 8.595638629866983, 'kmc': 8.190173521758819, 'mangalore': 8.190173521758819, 'manipal': 8.190173521758819}"
761,"{'?': 1.0007542426504639, 'bestfriend': 8.190173521758819, 'ignoring': 7.902491449307038}"
763,"{'apps': 6.890890537628558, 'store': 7.3428756613716155, 'useful': 7.3428756613716155}"
765,"{'language': 5.762425285810767, 'motivated': 7.902491449307038, 'new': 5.228342799880509}"
767,"{'assessment': 7.497026341198874, 'firms': 8.190173521758819, 'globally': 8.595638629866983}"
769,"{':/': 8.595638629866983, 'emoticons': 8.595638629866983, '”': 7.3428756613716155}"
771,"{'17500': 8.595638629866983, 'cr': 8.595638629866983, 'nicholas': 8.595638629866983, 'piramal': 8.595638629866983}"
773,"{'amused': 8.595638629866983, 'keeping': 7.902491449307038, 'prison': 8.190173521758819}"
775,"{'?': 1.0007542426504639, 'scientists': 7.902491449307038, 'work': 5.396965512316302}"
777,"{'haridwar': 8.595638629866983, 'office': 14.685751322743231, 'patanjali': 8.595638629866983, 'woking': 8.595638629866983}"
779,"{'style': 7.902491449307038, 'wedding': 7.6793478979928285, 'western': 7.3428756613716155}"
781,"{'eee': 7.902491449307038, 'pg': 8.190173521758819, 'preferable': 8.595638629866983}"
783,"{'difference': 5.114398540531291, 'offshore': 7.6793478979928285, 'onshore': 8.190173521758819}"
785,"{'khan': 7.497026341198874, 'people': 9.367231248877674, 'shahrukh': 8.190173521758819}"
787,"{'books': 6.153291594497779, 'read': 6.516197088187147, 'self': 7.902491449307038}"
789,"{'?': 1.0007542426504639, 'evernote': 8.190173521758819, 'used': 5.956581300251725}"
791,"{'continuation': 8.190173521758819, 'gift': 7.497026341198874, 'magi': 8.190173521758819}"
793,"{'lyric': 7.902491449307038, 'prank': 7.902491449307038, 'songs': 6.64972848081167}"
795,"{'.': 11.685474792223701, 'girl': 11.524850571621535, ""i'm"": 12.061378544810893}"
797,"{'dye': 8.595638629866983, 'follicle': 8.595638629866983, 'hair': 13.607758321277856, 'meth': 8.595638629866983, 'smokers': 8.595638629866983}"
799,"{'contributing': 8.595638629866983, 'projects': 7.902491449307038, 'source': 6.986200717432883}"
801,"{'dream': 6.803879160638928, 'harm': 8.595638629866983, 'injuries': 8.595638629866983}"
803,"{'cricketers': 8.595638629866983, 'drink': 7.497026341198874, 'tea': 15.358695795985657}"
805,"{'mit': 7.6793478979928285, 'requirements': 7.497026341198874, 'selection': 8.190173521758819}"
807,"{'exhale': 8.595638629866983, 'fetus': 8.190173521758819, 'womb': 8.190173521758819}"
809,"{'good': 4.526611875629173, 'incest': 8.190173521758819, 'movie': 5.733437748937515}"
811,"{'dating': 7.497026341198874, 'feel': 11.150427487445242, 'texts': 7.497026341198874, 'wants': 7.497026341198874}"
813,"{'belt': 8.595638629866983, 'continuously': 8.595638629866983, 'lift': 8.595638629866983}"
815,"{'""': 9.555852607820157, 'midsummer': 8.190173521758819, ""night's"": 8.190173521758819, 'oberon': 8.190173521758819, 'punish': 8.595638629866983, 'titania': 8.190173521758819}"
817,"{'?': 1.0007542426504639, 'divorce': 7.902491449307038, 'regretted': 8.595638629866983}"
819,"{'approximately': 8.595638629866983, ""person's"": 8.595638629866983, 'span': 8.595638629866983}"
821,"{'cool': 7.902491449307038, 'facebook': 6.197743357068613, 'facts': 7.3428756613716155}"
823,"{'cocaine': 8.190173521758819, 'indications': 8.595638629866983, 'strong': 7.091561233090709}"
825,"{'geography': 8.190173521758819, 'map': 8.190173521758819, 'syllabus': 8.190173521758819}"
827,"{'aspiring': 8.595638629866983, 'entrepreneurs': 8.595638629866983, 'tycoons': 8.595638629866983}"
829,"{'comedy': 7.6793478979928285, 'kapil': 7.902491449307038, 'nights': 7.6793478979928285, 'sets': 8.190173521758819}"
831,"{'?': 1.0007542426504639, 'maheshwari': 8.190173521758819, 'sandeep': 8.190173521758819}"
833,"{'hunter': 8.190173521758819, 'monster': 8.190173521758819, 'pc': 7.497026341198874}"
835,"{'(': 8.811967775681115, ')': 9.002588135289766, '99': 8.595638629866983, 'b-school': 8.595638629866983, 'bcom': 8.595638629866983}"
837,"{'porn': 6.803879160638928, ""shouldn't"": 7.902491449307038, 'watch': 6.293053536872938}"
839,"{'?': 1.0007542426504639, 'learn': 4.932076983737337, 'trust': 7.209344268747093}"
841,"{'?': 1.0007542426504639, 'bucket': 8.190173521758819, 'list': 6.890890537628558}"
843,"{'?': 1.0007542426504639, 'introduced': 7.902491449307038, 'porn': 6.803879160638928}"
845,"{'atlanta': 8.595638629866983, 'relative': 7.6793478979928285, 'taxis': 7.497026341198874}"
847,"{'channels': 14.685751322743231, 'potassium': 8.595638629866983, 'sodium': 8.595638629866983}"
849,"{'cheating': 7.6793478979928285, 'feeling': 7.3428756613716155, 'spouse': 7.209344268747093}"
851,"{'ac': 8.595638629866983, 'hostel': 8.190173521758819, 'srm': 8.595638629866983}"
853,"{'attractions': 16.380347043517638, 'brooklyn': 8.190173521758819, 'staten': 8.190173521758819, 'tourist': 14.418688537494186}"
855,"{'avocado': 8.190173521758819, 'eat': 6.398414052530764, 'healthy': 6.64972848081167}"
857,"{'badge': 8.595638629866983, 'htc': 8.595638629866983, 'notifications': 8.595638629866983}"
859,"{'?': 1.0007542426504639, 'clinton': 6.455572466370713, 'hillary': 6.2442633727035055}"
861,"{'rub': 8.190173521758819, 'vapor': 8.190173521758819, 'vicks': 8.190173521758819}"
863,"{'jrf': 8.595638629866983, 'literature': 7.6793478979928285, 'net': 6.890890537628558}"
865,"{'breakfast': 8.190173521758819, 'europeans': 8.190173521758819, 'portuguese': 15.358695795985657}"
867,"{'designer': 8.595638629866983, 'graphic': 8.190173521758819, 'israel': 7.497026341198874}"
869,"{'canterbury': 8.595638629866983, 'satire': 8.595638629866983, 'tales': 8.595638629866983}"
871,"{'1': 5.823049907627202, 'angular': 8.595638629866983, 'angularjs': 8.190173521758819}"
873,"{'?': 1.0007542426504639, 'asleep': 8.190173521758819, 'fall': 6.803879160638928}"
875,"{'cameo': 8.595638629866983, 'marvel': 8.190173521758819, 'stan': 8.190173521758819}"
879,"{'figure': 8.190173521758819, 'labeled': 8.595638629866983, 'textbook': 8.595638629866983}"
881,"{'freelance': 8.595638629866983, 'jingle': 8.190173521758819, 'musician': 8.190173521758819}"
885,"{'?': 1.0007542426504639, 'join': 6.890890537628558, 'mit': 7.6793478979928285}"
887,"{'learned': 7.6793478979928285, 'thing': 5.823049907627202, ""you've"": 6.516197088187147}"
889,"{'iran': 7.497026341198874, 'israel': 7.497026341198874, 'went': 7.902491449307038}"
891,"{'40': 8.190173521758819, 'late': 6.890890537628558, 'piano': 7.497026341198874}"
893,"{'?': 1.0007542426504639, 'natural': 7.209344268747093, 'number': 5.9929489444226}"
895,"{'3t': 8.190173521758819, 'moto': 7.902491449307038, 'plus': 7.497026341198874}"
897,"{'birth': 14.994052682397747, 'certificate': 17.191277259733965, 'id': 14.994052682397747}"
899,"{'faster': 7.209344268747093, 'light': 6.723836452965392, 'travel': 6.153291594497779}"
901,"{'firefighter': 8.190173521758819, 'like': 4.509662317315399, ""what's"": 5.069278105250822}"
903,"{'data': 6.516197088187147, 'main': 6.803879160638928, 'platform': 7.497026341198874}"
905,"{'375': 8.595638629866983, 'ipc': 8.190173521758819, 'section': 8.190173521758819}"
907,"{'alternative': 7.902491449307038, 'creative': 7.497026341198874, 'word': 6.455572466370713}"
909,"{'considers': 8.595638629866983, 'disqualifying': 8.595638629866983, 'duncan': 17.191277259733965, ""o'neal"": 17.191277259733965, 'shaquille': 8.595638629866983, 'tim': 8.595638629866983}"
911,"{'excited': 17.191277259733965, 'feel': 5.575213743722621, ""i'm"": 6.030689272405446}"
913,"{'dark': 7.209344268747093, 'knight': 8.595638629866983, 'lessons': 7.6793478979928285}"
915,"{'attempt': 8.190173521758819, ""criminal's"": 8.190173521758819, 'escape': 8.190173521758819, 'unharmed': 8.190173521758819}"
917,"{'amazon': 7.209344268747093, 'selling': 7.6793478979928285, 'start': 5.211248366521209}"
919,"{'daniel': 8.190173521758819, 'ek': 8.190173521758819, 'plans': 8.595638629866983, 'releasing': 8.595638629866983}"
921,"{'20s': 7.902491449307038, 'reading': 7.497026341198874, 'worth': 7.091561233090709}"
923,"{'book': 5.823049907627202, 'gate': 6.516197088187147, 'preparation': 6.723836452965392}"
925,"{'""': 9.555852607820157, 'begets': 8.595638629866983, 'love': 11.584556497920897}"
927,"{'4shared': 8.190173521758819, 'better': 5.5045961765086675, 'similar': 6.986200717432883}"
929,"{'assault': 8.595638629866983, 'grabs': 8.595638629866983, 'shut': 8.595638629866983, 'tells': 8.595638629866983}"
931,"{'.': 3.895158264074567, '?': 1.0007542426504639, ""model's"": 8.595638629866983}"
933,"{'good': 4.526611875629173, 'pizza': 7.497026341198874, 'recipes': 8.190173521758819}"
935,"{'beginner': 7.902491449307038, 'institutes': 8.190173521758819, 'mountaineering': 15.804982898614076}"
937,"{'ball': 7.6793478979928285, 'tennis': 7.497026341198874, 'unlock': 7.6793478979928285}"
939,"{'bank': 20.411637481916785, 'baroda': 8.595638629866983, 'branch': 8.595638629866983, 'cheque': 8.595638629866983}"
941,"{'?': 1.0007542426504639, 'cover': 7.6793478979928285, 'story': 6.803879160638928}"
943,"{'addressed': 8.595638629866983, 'dimensions': 17.191277259733965, 'm-theory': 8.595638629866983, 'regards': 8.595638629866983}"
945,"{'eyesight': 7.902491449307038, 'fighter': 7.902491449307038, 'terrible': 8.595638629866983}"
947,"{'leg': 8.595638629866983, 'regardless': 8.595638629866983, 'restless': 8.595638629866983}"
949,"{'creatures': 7.902491449307038, 'mythical': 7.902491449307038, 'tested': 7.6793478979928285}"
951,"{'climate': 7.6793478979928285, 'halted': 8.595638629866983, 'reversed': 7.902491449307038}"
953,"{'?': 1.0007542426504639, 'ask': 5.956581300251725, 'crush': 7.209344268747093}"
955,"{'exists': 7.902491449307038, 'gravitational': 8.190173521758819, 'planets': 8.595638629866983}"
957,"{'allegory': 8.595638629866983, 'm.k.gandhi': 8.595638629866983, 'mahabharata': 8.190173521758819}"
959,"{'addresses': 8.595638629866983, 'attorneys': 8.595638629866983, 'thanks': 8.595638629866983}"
961,"{'13': 7.3428756613716155, 'month': 6.803879160638928, 'pounds': 8.190173521758819}"
963,"{'end': 6.986200717432883, 'pokémon': 7.6793478979928285, 'series': 6.64972848081167}"
965,"{'blue': 7.6793478979928285, 'lights': 7.902491449307038, 'red': 7.209344268747093}"
967,"{'""': 9.555852607820157, 'marked': 7.209344268747093, 'needs': 7.3428756613716155}"
969,"{'factors': 6.986200717432883, 'natural': 7.209344268747093, 'owns': 8.190173521758819}"
971,"{'exe': 8.595638629866983, 'extension': 8.190173521758819, 'install': 7.497026341198874}"
973,"{'c': 6.153291594497779, 'garbage': 8.190173521758819, 'value': 6.5807356093247185}"
975,"{'interviews': 8.190173521758819, 'prepare': 5.792278248960448, 'software': 6.344346831260488}"
977,"{'gandhi': 8.190173521758819, 'pm': 7.3428756613716155, 'rahul': 8.190173521758819}"
979,"{'gym': 7.6793478979928285, 'noon': 8.190173521758819, 'swimming': 7.6793478979928285}"
981,"{'asteroids': 8.595638629866983, 'comets': 8.595638629866983, 'difference': 5.114398540531291}"
983,"{'good': 4.526611875629173, 'milk': 7.6793478979928285, 'unrefrigerated': 8.595638629866983}"
985,"{'effectively': 8.190173521758819, 'study': 6.153291594497779, 'tricks': 7.6793478979928285}"
987,"{'education': 6.890890537628558, 'higher': 7.497026341198874, 'uk': 6.64972848081167}"
989,"{'?': 1.0007542426504639, 'painting': 7.902491449307038}"
991,"{'highways': 16.380347043517638, 'major': 13.032394176374295, 'texas': 7.902491449307038}"
993,"{'come': 6.197743357068613, 'expanding': 7.6793478979928285, 'space': 14.418688537494186}"
995,"{'bald': 7.902491449307038, 'grow': 7.6793478979928285, 'hair': 6.803879160638928}"
997,"{'chili': 8.595638629866983, 'cultures': 8.190173521758819, 'different': 5.762425285810767}"
999,"{'""': 9.555852607820157, 'safe': 6.516197088187147, 'says': 7.902491449307038}"
1001,"{'great': 6.723836452965392, 'makes': 6.516197088187147, 'programmer': 8.190173521758819}"
1003,"{'iii': 7.209344268747093, 'imminent': 7.902491449307038, 'war': 5.625224164297282}"
1005,"{'risk': 8.190173521758819, 'type': 7.209344268747093, 'uprising': 8.595638629866983}"
1007,"{'asylum': 8.190173521758819, 'seek': 8.595638629866983, 'whistleblowers': 8.595638629866983}"
1009,"{'?': 1.0007542426504639, 'circles': 7.902491449307038, 'crop': 8.190173521758819}"
1011,"{'baking': 7.902491449307038, 'drug': 6.890890537628558, 'soda': 8.190173521758819}"
1013,"{'spread': 8.190173521758819, 'virus': 7.902491449307038, 'zika': 8.190173521758819}"
1015,"{'1': 5.823049907627202, 'algebra': 8.190173521758819, 'fast': 6.803879160638928}"
1017,"{'prospects': 7.497026341198874, 'retaking': 8.595638629866983, 'subjects': 8.595638629866983}"
1019,"{'google': 6.030689272405446, 'page': 7.497026341198874, 'search': 6.803879160638928}"
1021,"{'agincourt': 8.595638629866983, 'battle': 15.804982898614076, 'edge': 8.595638629866983, 'hill': 8.595638629866983}"
1023,"{':': 5.04029056837757, 'flowers': 8.595638629866983, 'vaijanti': 8.595638629866983}"
1025,"{'best': 3.462785703046478, 'place': 6.153291594497779, 'sex': 6.153291594497779}"
1027,"{'anemia': 8.190173521758819, 'increase': 6.344346831260488, 'irritability': 8.595638629866983}"
1029,"{'macbook': 6.986200717432883, 'new': 5.228342799880509, 'pro': 7.3428756613716155}"
1031,"{'binge': 8.595638629866983, 'damage': 7.902491449307038, 'drinking': 7.902491449307038}"
1033,"{'chinese': 6.64972848081167, 'culture': 7.091561233090709, 'western': 7.3428756613716155}"
1035,"{'scrapers': 8.595638629866983, 'scraping': 7.902491449307038, 'techniques': 7.6793478979928285}"
1037,"{'best': 3.462785703046478, 'cameras': 7.902491449307038, 'security': 6.803879160638928}"
1039,"{'chicken': 7.497026341198874, 'eat': 6.398414052530764, 'healthy': 6.64972848081167}"
1041,"{'dictionary': 8.190173521758819, 'hindi': 7.6793478979928285, 'oxford': 8.595638629866983}"
1043,"{'?': 1.0007542426504639, 'feel': 5.575213743722621, 'remorse': 8.190173521758819}"
1045,"{'day': 5.792278248960448, 'minutes': 7.497026341198874, 'yoga': 8.595638629866983}"
1047,"{'bite': 7.902491449307038, 'did': 4.703818331756357, 'dog': 7.091561233090709}"
1049,"{'foot': 8.190173521758819, 'severe': 7.3428756613716155, 'sprain': 8.190173521758819}"
1051,"{'crick': 8.190173521758819, 'neck': 7.902491449307038, 'severe': 7.3428756613716155, 'symptoms': 7.3428756613716155}"
1053,"{'nepal': 7.6793478979928285, 'places': 6.516197088187147, 'visit': 6.398414052530764}"
1055,"{'2ish': 8.595638629866983, 'degrade': 8.595638629866983, 'desktop': 8.595638629866983, 'desktops': 8.595638629866983, 'getting': 12.796828105061527, 'longevity': 8.595638629866983, 'tired': 8.595638629866983}"
1057,"{'cybage': 8.595638629866983, 'glt': 8.190173521758819, 'hsbc': 8.190173521758819}"
1059,"{'""': 9.555852607820157, 'badly': 8.190173521758819, 'miscalculate': 8.595638629866983}"
1061,"{'cpo': 8.595638629866983, 'delhi': 7.3428756613716155, 'ssc': 7.497026341198874}"
1063,"{'3': 6.069909985558728, 'heading': 8.190173521758819, 'war': 5.625224164297282}"
1065,"{'?': 1.0007542426504639, 'song': 6.516197088187147, 'write': 6.723836452965392}"
1067,"{'?': 1.0007542426504639, 'demonetization': 7.3428756613716155, 'step': 7.6793478979928285}"
1069,"{',': 6.640156500883125, '.': 7.790316528149134, 'share': 13.607758321277856}"
1071,"{""don't"": 5.599906356312992, 'fact': 7.3428756613716155, 'interesting': 6.516197088187147}"
1073,"{'consumes': 8.595638629866983, 'fusion': 8.190173521758819, 'generating': 8.190173521758819, 'reactor': 8.595638629866983}"
1075,"{'3ds': 8.190173521758819, 'emulator': 8.190173521758819, 'nintendo': 8.595638629866983}"
1077,"{'bulk': 8.595638629866983, 'cheap': 7.209344268747093, 'clothes': 7.497026341198874}"
1079,"{'computer': 5.956581300251725, 'engineer': 6.64972848081167, 'science': 6.2442633727035055}"
1081,"{'bootloader': 8.190173521758819, 'clockworkmod': 8.595638629866983, 'unlocked': 8.595638629866983}"
1083,"{'developer': 7.209344268747093, 'option': 7.209344268747093, 'translator': 8.190173521758819}"
1085,"{'programing': 8.190173521758819, 'sciece': 8.595638629866983, 'wasting': 8.595638629866983}"
1087,"{'dreaming': 8.190173521758819, 'experience': 6.723836452965392, 'lucid': 7.902491449307038}"
1089,"{'attractive': 7.497026341198874, 'desired': 8.190173521758819, 'feel': 5.575213743722621}"
1091,"{'cleared': 8.595638629866983, 'd': 8.595638629866983, 'fellowship': 8.595638629866983, 'gs': 8.595638629866983, 'ph': 8.595638629866983, 'tifr': 8.595638629866983}"
1093,"{'account': 5.823049907627202, 'hack': 6.803879160638928, 'whatsapp': 6.5807356093247185}"
1095,"{'buy': 5.762425285810767, 'ucla': 8.190173521758819, 'usc': 8.595638629866983}"
1097,"{'important': 6.110731980078983, 'learned': 7.6793478979928285, 'lesson': 8.190173521758819}"
1099,"{'apps': 6.890890537628558, 'mobile': 6.110731980078983, 'recruiters': 8.595638629866983}"
1101,"{'affect': 6.110731980078983, 'presidency': 7.091561233090709, 'students': 6.723836452965392}"
1103,"{'arkham': 8.595638629866983, 'batman': 7.209344268747093, 'games': 6.986200717432883}"
1105,"{'daily': 6.986200717432883, 'hacks': 7.902491449307038, 'life': 4.89433665575449}"
1107,"{'eat': 6.398414052530764, 'lose': 6.293053536872938, 'purging': 8.595638629866983}"
1109,"{'anime': 7.6793478979928285, 'character': 7.3428756613716155, 'favorite': 7.3428756613716155}"
1111,"{'atm': 7.6793478979928285, 'transaction': 7.6793478979928285, 'work': 5.396965512316302}"
1113,"{'engineers': 7.3428756613716155, 'graduate': 6.455572466370713, 'mechanical': 6.803879160638928}"
1115,"{'equity': 7.6793478979928285, 'firm': 7.6793478979928285, 'private': 6.803879160638928}"
1117,"{'?': 1.0007542426504639, 'activity': 7.6793478979928285, 'underrated': 7.902491449307038}"
1119,"{'engineering': 5.921489980440454, 'mechanical': 6.803879160638928, 'students': 6.723836452965392}"
1121,"{'kerala': 6.803879160638928, 'places': 6.516197088187147, 'students': 6.723836452965392}"
1123,"{'iq': 7.091561233090709, 'questions': 11.584556497920897, 'quora': 4.857969011583615}"
1125,"{'?': 1.0007542426504639, 'destroy': 8.190173521758819, 'world': 5.161651425381837}"
1127,"{'make': 4.971297696890618, 'money': 5.417584799519037, 'youtube': 6.5807356093247185}"
1129,"{'entirely': 8.595638629866983, 'golang': 8.595638629866983, 'highlighting': 8.595638629866983, 'sublime': 8.595638629866983, 'syntax': 8.595638629866983}"
1131,"{'list': 6.890890537628558, 'mutual': 7.3428756613716155, 'ordered': 7.902491449307038}"
1133,"{'""': 9.555852607820157, 'fame': 8.595638629866983, 'rise': 8.595638629866983}"
1135,"{'?': 1.0007542426504639, 'start': 5.211248366521209, 'writing': 7.209344268747093}"
1137,"{'bang': 7.6793478979928285, 'happen': 12.061378544810893, ""wasn't"": 8.595638629866983}"
1139,"{'breakup': 8.190173521758819, 'single': 7.091561233090709, 'stay': 7.209344268747093}"
1141,"{'civil': 6.5807356093247185, 'exam': 6.5807356093247185, 'preparing': 8.190173521758819, 'service': 6.986200717432883}"
1143,"{'glucose': 8.190173521758819, 'monitoring': 8.190173521758819, 'non-invasive': 8.190173521758819}"
1145,"{'comes': 7.902491449307038, 'masturbation': 7.497026341198874, 'pleasure': 8.190173521758819}"
1147,"{'believe': 6.890890537628558, 'death': 6.455572466370713, 'ends': 8.595638629866983}"
1149,"{'business': 6.293053536872938, 'energy': 6.803879160638928, 'solar': 7.497026341198874}"
1151,"{'5': 6.398414052530764, 'methods': 8.190173521758819, 'web': 6.455572466370713}"
1153,"{'?': 1.0007542426504639, 'power': 7.209344268747093, 'psychic': 8.190173521758819}"
1155,"{'manage': 7.6793478979928285, 'study': 6.153291594497779, 'work': 5.396965512316302}"
1157,"{'gap': 7.902491449307038, 'step': 7.6793478979928285, 'usmele': 8.595638629866983}"
1159,"{'governor': 8.190173521758819, 'patel': 8.190173521758819, 'urjit': 8.190173521758819}"
1161,"{'?': 1.0007542426504639, 'president': 6.398414052530764, 'want': 5.575213743722621}"
1163,"{'.': 11.685474792223701, ""india's"": 7.902491449307038, 'relations': 7.902491449307038}"
1165,"{'campaign': 7.3428756613716155, 'promises': 7.3428756613716155, 'react': 7.497026341198874, 'realize': 8.595638629866983, ""won't"": 7.3428756613716155}"
1167,"{'efficiently': 8.190173521758819, 'learn': 4.932076983737337, 'sleeping': 7.902491449307038}"
1169,"{'4': 12.139819971117456, 'asian': 7.6793478979928285, 'playstation': 16.380347043517638}"
1171,"{'porn': 6.803879160638928, 'stop': 5.625224164297282, 'watching': 8.190173521758819}"
1173,"{'/8': 8.595638629866983, '0s': 8.595638629866983, '70s': 8.190173521758819}"
1175,"{'machine': 6.890890537628558, 'research': 7.497026341198874, 'undergraduate': 8.595638629866983}"
1177,"{'2015': 7.091561233090709, 'development': 6.516197088187147, 'ios': 7.091561233090709}"
1179,"{'feel': 5.575213743722621, 'life': 4.89433665575449, 'purpose': 6.723836452965392}"
1181,"{'boyfriend': 6.803879160638928, 'does': 3.618904887446409, 'girl': 5.762425285810767}"
1183,"{'possible': 5.677867897782704, 'think': 5.245734542592379, 'travel': 6.153291594497779}"
1185,"{'?': 1.0007542426504639, 'face': 7.497026341198874, 'fuller': 8.190173521758819}"
1187,"{'25': 7.497026341198874, 'late': 6.890890537628558, 'photographer': 8.595638629866983}"
1191,"{'aluminum': 7.902491449307038, 'steel': 7.6793478979928285, 'welded': 8.595638629866983}"
1193,"{'dislikes': 8.595638629866983, 'likes': 7.3428756613716155, 'views': 6.890890537628558}"
1195,"{'conflicts': 8.595638629866983, 'resolve': 8.595638629866983, 'sharif': 8.595638629866983}"
1197,"{'dug': 8.190173521758819, 'ground': 7.902491449307038, 'huge': 8.595638629866983, 'opposite': 7.902491449307038}"
1199,"{'energy': 6.803879160638928, 'free': 5.956581300251725, 'make': 4.971297696890618}"
